25932,31,F,1
7463,10,F,0
2946,5,M,0
5863,9,M,0
12855,17,F,0
70878,65,M,0
24386,30,M,0
24704,30,F,0
90460,84,M,1
29660,35,M,1
53105,52,M,0
86416,79,M,1
71940,65,F,2
64739,59,F,3
71953,65,F,2
81760,74,M,1
67617,62,M,1
3439,5,F,0
86907,79,F,2
77921,71,M,1
15180,20,M,0
8598,12,M,0
49253,49,F,0
20800,26,F,0
21365,27,M,0
84329,76,F,3
50712,50,F,0
41701,44,F,0
53175,52,M,0
274,1,M,0
12283,16,F,0
87155,80,M,0
52125,51,M,1
15219,20,M,0
54865,53,M,1
30102,35,F,0
68983,63,F,0
11107,15,F,0
28730,34,F,0
80241,72,F,3
46184,47,M,1
25818,31,F,0
88423,81,M,2
67239,62,M,1
8494,12,M,0
8821,12,F,0
77546,70,F,1
19298,25,M,0
6770,10,M,0
76432,69,F,2
89083,82,M,1
70701,64,F,1
46279,47,F,0
58764,55,F,1
90830,84,F,3
79775,72,F,1
7157,10,F,0
20897,26,F,0
63302,58,F,1
89619,82,F,3
29653,35,M,0
26743,32,F,0
55298,53,M,1
52142,51,M,1
83301,75,F,3
54730,53,M,0
56237,54,M,0
48219,48,F,1
45314,46,F,1
30221,35,F,1
40939,44,M,0
15480,20,F,0
35360,40,M,0
56286,54,M,0
60447,56,F,1
30648,36,M,0
17692,23,M,0
64561,59,F,1
33209,38,M,1
30887,36,M,1
5963,9,M,0
1440,3,M,0
38910,42,F,0
15475,20,F,0
3357,5,F,0
78210,71,M,1
41196,44,M,0
33378,38,M,1
47117,48,M,0
63739,59,M,1
4745,7,F,0
22381,28,M,0
76183,69,F,1
19284,25,M,0
39371,42,F,1
66561,61,F,0
78238,71,M,1
79752,72,F,1
19096,25,M,0
60476,56,F,1
85095,77,F,2
42896,45,M,1
35425,40,M,0
57043,54,F,0
8759,12,F,0
89438,82,F,1
89890,83,M,1
9683,13,F,0
35129,39,F,1
52012,51,M,1
88748,81,F,3
10641,14,F,0
13144,17,F,0
16163,21,F,0
50584,50,M,1
18292,24,M,0
70782,64,F,2
19421,25,M,0
75842,69,M,1
69760,64,M,1
55583,53,F,1
30524,36,M,0
32295,37,F,0
24600,30,F,0
27573,33,F,0
55588,53,F,1
44216,46,M,0
94278,92,M,1
79983,72,F,1
78156,71,M,1
54791,53,M,1
16715,22,M,0
14185,19,M,0
6209,9,M,0
24261,30,M,0
1805,3,F,0
46528,47,F,1
39340,42,F,1
35694,40,M,1
28223,34,M,0
33361,38,M,1
24994,31,M,0
88868,81,F,3
50142,50,M,0
21207,27,M,0
73056,66,F,1
38252,42,M,0
86001,78,F,2
47818,48,F,0
65255,60,M,1
90686,84,F,1
89747,83,M,1
79035,72,M,0
46792,47,F,1
80460,73,M,1
68084,62,F,1
32740,37,F,1
7905,11,F,0
78038,71,M,1
37714,41,F,1
75780,69,M,1
43642,45,F,1
27648,33,F,0
36390,40,F,1
86696,79,F,1
88425,81,M,2
92722,87,F,3
66008,61,M,0
82447,74,F,3
76450,69,F,2
51972,51,M,1
44161,46,M,0
91852,86,M,3
54884,53,M,1
93565,89,F,3
95165,99,F,0
66436,61,M,1
21778,27,F,0
73952,67,F,1
43634,45,F,1
10371,14,F,0
12578,17,M,0
93085,88,F,3
71556,65,F,1
78847,71,F,2
71799,65,F,1
85503,78,M,1
54793,53,M,1
29650,35,M,0
9476,13,M,0
58442,55,M,2
59966,56,F,0
58832,55,F,1
52521,51,F,1
31064,36,F,0
90386,84,M,1
56178,53,F,2
57398,54,F,1
42083,44,F,1
46501,47,F,1
42636,45,M,0
17180,22,F,0
18418,24,M,0
14283,19,M,0
75353,68,F,3
2910,5,M,0
91560,85,F,3
7816,11,M,0
54114,52,F,1
9685,13,F,0
21024,27,M,0
90237,83,F,3
34156,39,M,0
18002,23,F,0
76757,70,M,1
37571,41,F,0
67715,62,F,0
58876,55,F,1
59066,55,F,1
64086,59,F,0
76362,69,F,1
35023,39,F,1
13224,18,M,0
79047,72,M,1
77329,70,F,1
11173,15,F,0
13912,18,F,0
34011,38,F,1
26021,32,M,0
56530,54,M,1
78532,71,F,1
79830,72,F,1
56233,54,M,0
74340,68,M,1
52801,51,F,1
19403,25,M,0
79824,72,F,1
45859,47,M,1
73793,67,F,1
5485,8,F,0
57771,55,M,0
83998,76,F,1
26161,32,M,0
19518,25,F,0
49817,49,F,1
6079,9,M,0
19921,25,F,0
21538,27,F,0
8870,12,F,0
41278,44,M,1
22635,28,F,0
57460,54,F,1
15912,21,M,0
54529,52,F,1
47971,48,F,1
60685,57,M,0
47612,48,M,1
27926,33,F,1
30430,36,M,0
92038,86,F,3
38598,42,M,1
72381,66,M,1
67967,62,F,1
52961,51,F,1
68804,63,M,1
94972,96,F,0
86046,78,F,3
21601,27,F,0
28456,34,M,0
7860,11,M,0
10279,14,M,0
10350,14,F,0
22647,28,F,0
23348,29,M,0
79130,72,M,1
81093,73,F,1
10276,14,M,0
90975,84,F,3
64425,59,F,1
45333,46,F,1
25308,31,M,0
15774,21,M,0
87287,80,M,1
82726,75,M,1
57058,54,F,0
74361,68,M,1
20024,26,M,0
74722,68,M,2
27391,33,M,0
62529,58,M,1
78391,71,F,1
31276,36,F,0
36107,40,F,0
55781,53,F,1
43864,45,F,1
33771,38,F,1
61084,57,M,1
696,2,M,0
68529,63,M,1
14725,19,F,0
87317,80,M,1
28403,34,M,0
38408,42,M,1
68744,63,M,1
23159,29,M,0
74770,68,F,0
46849,47,F,1
59199,55,F,2
87142,79,F,3
78443,71,F,1
27143,33,M,0
67898,62,F,1
3631,6,M,0
64998,60,M,1
11640,16,M,0
58685,55,F,1
60312,56,F,1
26686,32,F,0
14113,19,M,0
30988,36,M,1
58112,55,M,1
40337,43,F,0
64158,59,F,0
85526,78,M,1
60664,57,M,0
15518,20,F,0
66461,61,M,2
87873,80,F,2
13394,18,M,0
78018,71,M,1
26843,32,F,0
73968,67,F,1
85057,77,F,1
6753,10,M,0
64022,59,M,2
76,1,M,0
74724,68,M,2
58019,55,M,1
30450,36,M,0
94229,91,F,3
26512,32,M,1
57102,54,F,1
42458,45,M,0
36209,40,F,1
82643,75,M,1
29518,35,M,0
51356,50,F,1
50760,50,F,0
19945,25,F,0
49045,49,M,1
73805,67,F,1
17232,22,F,0
49317,49,F,0
15467,20,F,0
55048,53,M,1
52024,51,M,1
56288,54,M,0
63472,59,M,0
60738,57,M,0
34274,39,M,0
15940,21,M,0
39085,42,F,1
69187,63,F,1
44437,46,M,1
94560,93,F,0
49855,49,F,1
23485,29,M,1
50602,50,M,1
25052,31,M,0
45648,47,M,0
10209,14,M,0
46618,47,F,1
58613,55,F,1
13679,18,F,0
80502,73,M,1
52137,51,M,1
33018,38,M,0
88881,81,F,3
69788,64,M,1
36792,41,M,0
71742,65,F,1
69930,64,M,1
55126,53,M,1
10709,15,M,0
70444,64,F,1
90344,83,F,3
10369,14,F,0
24137,30,M,0
63089,58,F,1
25349,31,M,0
83756,76,M,3
36016,40,F,0
64352,59,F,1
80723,73,M,1
4457,7,M,0
76852,70,M,1
16610,22,M,0
44630,46,M,1
40267,43,F,0
37042,41,M,1
76665,70,M,1
24070,30,M,0
57061,54,F,0
77108,70,F,0
80034,72,F,1
33368,38,M,1
56602,54,M,1
53118,52,M,0
66426,61,M,1
56436,54,M,1
68138,62,F,1
55813,53,F,1
76901,70,M,1
94366,92,F,3
85620,78,M,3
19301,25,M,0
7398,10,F,0
62410,58,M,1
47668,48,M,1
78688,71,F,1
50615,50,M,1
7196,10,F,0
38074,42,M,0
71307,65,M,1
15901,21,M,0
10771,15,M,0
56188,53,F,3
69289,63,F,1
43105,45,M,1
95,1,M,0
51259,50,F,1
34589,39,M,1
5506,8,F,0
46554,47,F,1
7279,10,F,0
46550,47,F,1
1716,3,F,0
31056,36,F,0
85626,78,M,3
28086,34,M,0
42833,45,M,1
51032,50,F,1
66083,61,M,1
64302,59,F,1
73788,67,F,1
61808,57,F,1
45973,47,M,1
85993,78,F,2
83002,75,F,1
13212,18,M,0
70945,65,M,1
47772,48,F,0
81045,73,F,1
61881,57,F,1
80699,73,M,1
81491,74,M,1
23827,29,F,0
9159,13,M,0
46194,47,M,1
40275,43,F,0
47883,48,F,0
37131,41,M,1
90659,84,F,0
46322,47,F,0
70761,64,F,2
25420,31,M,1
65377,60,F,0
57400,54,F,1
49007,49,M,1
11125,15,F,0
86396,79,M,1
9592,13,F,0
14238,19,M,0
2954,5,M,0
18152,23,F,0
61766,57,F,1
92578,87,F,3
11775,16,M,0
1566,3,M,0
80394,73,M,1
18232,24,M,0
81587,74,M,1
30051,35,F,0
3669,6,M,0
33073,38,M,0
90607,84,M,3
52901,51,F,1
185,1,M,0
13767,18,F,0
22322,28,M,0
33122,38,M,0
24251,30,M,0
10452,14,F,0
13937,18,F,0
50339,50,M,1
92932,88,F,1
29428,35,M,0
90247,83,F,3
83702,76,M,1
77030,70,M,1
41875,44,F,0
57139,54,F,1
88284,81,M,1
17093,22,F,0
94634,93,F,3
78762,71,F,1
68402,63,M,0
93896,90,F,3
48727,49,M,1
39651,43,M,0
73764,67,F,1
53339,52,M,1
61938,57,F,1
76063,69,F,1
63364,58,F,1
22570,28,F,0
28611,34,M,2
83864,76,F,1
95090,97,F,3
11716,16,M,0
2576,4,F,0
63367,58,F,2
7903,11,F,0
83559,76,M,1
83638,76,M,1
60619,56,F,2
47775,48,F,0
8961,12,F,0
20292,26,M,0
70437,64,F,1
77335,70,F,1
11597,16,M,0
78708,71,F,1
89440,82,F,1
20790,26,F,0
50453,50,M,1
22123,28,M,0
75200,68,F,1
72932,66,F,1
86390,79,M,1
3002,5,M,0
36958,41,M,1
42884,45,M,1
69042,63,F,0
79304,72,M,1
74320,68,M,1
65680,60,F,1
21383,27,M,0
69304,63,F,1
9780,13,F,0
90457,84,M,1
6818,10,M,0
1595,3,M,0
90189,83,F,3
59895,56,M,1
16727,22,M,0
46662,47,F,1
47000,48,M,0
33967,38,F,1
89534,82,F,3
31669,37,M,0
95039,96,F,3
90522,84,M,1
66301,61,M,1
87114,79,F,3
60432,56,F,1
55419,53,F,0
28638,34,F,0
39490,43,M,0
66975,61,F,1
39058,42,F,1
72343,66,M,1
44732,46,M,2
65847,60,F,1
54305,52,F,1
44698,46,M,1
9648,13,F,0
43852,45,F,1
78282,71,M,2
90545,84,M,1
10157,14,M,0
1932,3,F,0
47316,48,M,1
71174,65,M,1
21820,27,F,0
71456,65,F,0
69732,64,M,1
21250,27,M,0
93940,90,F,3
39352,42,F,1
53916,52,F,0
75275,68,F,2
21562,27,F,0
65410,60,F,1
17726,23,M,0
32579,37,F,1
42606,45,M,0
44679,46,M,1
79682,72,F,1
33200,38,M,0
2908,5,M,0
30339,35,F,1
7641,11,M,0
24631,30,F,0
11242,15,F,0
4694,7,F,0
43600,45,F,1
9249,13,M,0
14849,19,F,0
84108,76,F,1
39477,43,M,0
76827,70,M,1
37931,41,F,1
35816,40,M,1
83696,76,M,1
85823,78,F,1
74880,68,F,1
79897,72,F,1
19454,25,M,0
88811,81,F,3
93298,89,M,3
63882,59,M,1
18295,24,M,0
27388,33,M,0
93576,89,F,3
22244,28,M,0
34574,39,M,1
2813,5,M,0
53376,52,M,1
67454,62,M,1
47293,48,M,1
37175,41,M,1
24966,30,F,2
22129,28,M,0
36035,40,F,0
67328,62,M,1
93871,90,F,3
81911,74,F,0
62839,58,F,0
16424,21,F,0
78508,71,F,1
93707,90,M,3
82439,74,F,3
53636,52,M,1
54517,52,F,1
58582,55,F,0
7352,10,F,0
64942,60,M,1
43589,45,F,1
33211,38,M,1
34770,39,F,0
46901,47,F,1
33541,38,F,0
21954,27,F,0
12849,17,F,0
62233,58,M,1
88414,81,M,1
12881,17,F,0
2073,4,M,0
72883,66,F,1
90644,84,F,0
61502,57,F,1
33418,38,F,0
54542,52,F,2
12087,16,F,0
15269,20,M,0
89038,82,M,1
37050,41,M,1
53651,52,M,1
70670,64,F,1
40879,43,F,2
32707,37,F,1
55578,53,F,1
1991,3,F,0
29535,35,M,0
37399,41,F,0
29311,35,M,0
86972,79,F,3
44541,46,M,1
77376,70,F,1
35562,40,M,0
24880,30,F,0
53702,52,M,1
17094,22,F,0
63933,59,M,1
91316,85,F,0
65589,60,F,1
73924,67,F,1
4982,7,F,0
25587,31,F,0
76689,70,M,1
35576,40,M,0
94798,94,F,3
14971,20,M,0
41509,44,M,1
23701,29,F,0
81120,73,F,1
19621,25,F,0
84979,77,F,1
52706,51,F,1
6235,9,M,0
11649,16,M,0
44657,46,M,1
74659,68,M,1
93541,89,F,3
71055,65,M,1
92757,88,M,1
87354,80,M,1
86637,79,F,0
67366,62,M,1
31767,37,M,0
45772,47,M,0
59933,56,M,2
62034,57,F,2
86049,78,F,3
61080,57,M,1
17982,23,F,0
93731,90,F,0
4080,6,F,0
5252,8,M,0
62405,58,M,1
70066,64,M,1
91790,86,M,1
54930,53,M,1
84488,77,M,1
84178,76,F,2
1808,3,F,0
86795,79,F,1
16838,22,M,0
48064,48,F,1
38180,42,M,0
44304,46,M,1
37680,41,F,1
12957,17,F,0
33299,38,M,1
35396,40,M,0
51187,50,F,1
35707,40,M,1
46536,47,F,1
7749,11,M,0
88326,81,M,1
16647,22,M,0
87258,80,M,1
50011,50,M,0
48049,48,F,1
60929,57,M,1
37490,41,F,0
34426,39,M,1
42241,44,F,1
51323,50,F,1
84908,77,F,1
12543,17,M,0
48672,49,M,1
30477,36,M,0
84750,77,M,3
59196,55,F,2
29612,35,M,0
46461,47,F,1
9562,13,F,0
46326,47,F,0
71475,65,F,0
87602,80,F,0
66669,61,F,1
30474,36,M,0
82246,74,F,1
90501,84,M,1
22683,28,F,0
52276,51,F,0
49758,49,F,1
63996,59,M,1
59168,55,F,1
17699,23,M,0
23058,29,M,0
1559,3,M,0
17355,23,M,0
40576,43,F,1
11580,16,M,0
70450,64,F,1
5664,8,F,0
38212,42,M,0
53691,52,M,1
28709,34,F,0
47185,48,M,0
43737,45,F,1
64814,60,M,1
67492,62,M,1
87125,79,F,3
92651,87,F,3
62151,58,M,0
80081,72,F,1
32236,37,F,0
64911,60,M,1
51093,50,F,1
17395,23,M,0
1534,3,M,0
28074,34,M,0
78721,71,F,1
90177,83,F,3
37728,41,F,1
48,1,M,0
75041,68,F,1
81925,74,F,1
40521,43,F,1
26414,32,M,0
80698,73,M,1
28894,34,F,0
49727,49,F,1
51241,50,F,1
61050,57,M,1
42515,45,M,0
60222,56,F,1
12174,16,F,0
42251,44,F,1
12879,17,F,0
69772,64,M,1
17229,22,F,0
62791,58,F,0
89659,82,F,3
29752,35,M,1
25702,31,F,0
20132,26,M,0
56537,54,M,1
13253,18,M,0
30682,36,M,0
80120,72,F,3
10877,15,M,0
28690,34,F,0
45006,46,F,1
12366,16,F,0
69800,64,M,1
42694,45,M,0
8937,12,F,0
4489,7,M,0
48486,49,M,0
21232,27,M,0
48230,48,F,1
12581,17,M,0
81570,74,M,1
20583,26,F,0
649,2,M,0
37307,41,F,0
3460,6,M,0
46624,47,F,1
20506,26,M,0
61849,57,F,1
76504,69,F,3
93488,89,F,3
91136,85,M,1
69064,63,F,1
91050,85,M,1
761,2,M,0
24367,30,M,0
92235,87,M,1
42674,45,M,0
90974,84,F,3
9930,14,M,0
33147,38,M,0
55969,53,F,1
67994,62,F,1
95076,97,F,3
74448,68,M,1
86721,79,F,1
6823,10,M,0
49390,49,F,1
20080,26,M,0
40648,43,F,1
62154,58,M,0
63998,59,M,1
35662,40,M,1
33303,38,M,1
47148,48,M,0
13161,17,F,0
7519,11,M,0
51162,50,F,1
70396,64,F,1
30422,35,F,2
87229,80,M,1
27146,33,M,0
95203,100,F,3
72303,66,M,1
33602,38,F,0
43460,45,F,1
72206,66,M,1
24703,30,F,0
55744,53,F,1
22877,28,F,0
42226,44,F,1
40094,43,M,1
49649,49,F,1
73985,67,F,1
57477,54,F,1
82351,74,F,3
21105,27,M,0
78956,71,F,3
40339,43,F,0
61298,57,M,2
67201,62,M,1
45623,47,M,0
33343,38,M,1
27463,33,M,1
48834,49,M,1
61590,57,F,1
13139,17,F,0
54789,53,M,1
31645,37,M,0
37595,41,F,1
58623,55,F,1
78487,71,F,1
64002,59,M,2
61296,57,M,2
27387,33,M,0
88665,81,F,1
15211,20,M,0
59630,56,M,1
53299,52,M,1
33784,38,F,1
79822,72,F,1
53112,52,M,0
81627,74,M,1
84122,76,F,1
48192,48,F,1
64299,59,F,1
42700,45,M,0
5373,8,M,0
90074,83,F,1
70896,65,M,0
76169,69,F,1
73201,67,M,0
36910,41,M,0
66129,61,M,1
2844,5,M,0
84629,77,M,1
65167,60,M,1
90999,84,F,3
75535,69,M,1
70590,64,F,1
12565,17,M,0
14903,20,M,0
35824,40,M,1
38027,42,M,0
36959,41,M,1
48663,49,M,1
55132,53,M,1
27774,33,F,0
23312,29,M,0
7788,11,M,0
55743,53,F,1
71807,65,F,1
91917,86,F,1
75857,69,M,1
56229,54,M,0
25169,31,M,0
19865,25,F,0
54321,52,F,1
72160,66,M,1
88694,81,F,1
10293,14,M,0
66424,61,M,1
13720,18,F,0
29596,35,M,0
90118,83,F,1
53419,52,M,1
16508,22,M,0
48936,49,M,1
31364,36,F,1
12844,17,F,0
64031,59,M,2
23748,29,F,0
50805,50,F,0
76832,70,M,1
33021,38,M,0
23838,29,F,0
50020,50,M,0
40003,43,M,1
13054,17,F,0
46362,47,F,0
70411,64,F,1
61749,57,F,1
6464,9,F,0
85370,78,M,1
84278,76,F,3
13296,18,M,0
83978,76,F,1
37846,41,F,1
6998,10,M,0
2235,4,M,0
28598,34,M,1
24037,30,M,0
93252,89,M,1
24963,30,F,1
76282,69,F,1
8691,12,M,0
13279,18,M,0
54880,53,M,1
41715,44,F,0
65865,60,F,2
91157,85,M,1
48756,49,M,1
69244,63,F,1
37093,41,M,1
24476,30,M,1
58658,55,F,1
10455,14,F,0
29816,35,M,1
39615,43,M,0
6514,9,F,0
86851,79,F,1
63788,59,M,1
17424,23,M,0
84249,76,F,3
33898,38,F,1
79343,72,M,1
51253,50,F,1
5440,8,M,0
19540,25,F,0
10020,14,M,0
63213,58,F,1
57401,54,F,1
75647,69,M,1
28333,34,M,0
71424,65,F,0
2227,4,M,0
43939,45,F,1
20793,26,F,0
34640,39,M,1
87269,80,M,1
44326,46,M,1
62662,58,M,1
85236,77,F,3
56309,54,M,0
7074,10,M,0
69660,64,M,0
39382,42,F,1
10433,14,F,0
53524,52,M,1
51228,50,F,1
60363,56,F,1
86959,79,F,3
39972,43,M,1
60556,56,F,1
28134,34,M,0
67524,62,M,1
66373,61,M,1
11668,16,M,0
35264,39,F,1
86309,79,M,1
82072,74,F,1
80976,73,F,1
28517,34,M,1
2345,4,M,0
13586,18,M,0
93128,88,F,3
91413,85,F,1
83287,75,F,3
35357,40,M,0
76414,69,F,1
31261,36,F,0
36512,40,F,1
27337,33,M,0
49447,49,F,1
81473,74,M,1
91799,86,M,1
26318,32,M,0
79564,72,M,3
55434,53,F,0
7720,11,M,0
17809,23,F,0
35725,40,M,1
8927,12,F,0
74060,67,F,1
25598,31,F,0
66227,61,M,1
88407,81,M,1
22738,28,F,0
37717,41,F,1
57066,54,F,0
65395,60,F,0
7864,11,M,0
86619,79,F,0
19356,25,M,0
2395,4,F,0
14339,19,M,0
62498,58,M,1
15817,21,M,0
76555,69,F,3
7266,10,F,0
77564,70,F,1
20978,26,F,1
18402,24,M,0
53077,52,M,0
20724,26,F,0
40680,43,F,1
40234,43,F,0
82038,74,F,1
10445,14,F,0
30356,35,F,1
2553,4,F,0
35494,40,M,0
73170,66,F,3
64760,60,M,0
25584,31,F,0
30692,36,M,0
16350,21,F,0
71224,65,M,1
25534,31,F,0
76932,70,M,1
13260,18,M,0
34906,39,F,0
59910,56,M,2
27734,33,F,0
65558,60,F,1
7779,11,M,0
21371,27,M,0
65035,60,M,1
90187,83,F,3
91711,86,M,1
90899,84,F,3
34069,39,M,0
39507,43,M,0
42508,45,M,0
88021,80,F,3
41175,44,M,0
83955,76,F,1
35050,39,F,1
75078,68,F,1
74655,68,M,1
47783,48,F,0
53890,52,F,0
41200,44,M,0
62015,57,F,1
5059,8,M,0
60075,56,F,0
91087,85,M,1
28231,34,M,0
39301,42,F,1
77959,71,M,1
36340,40,F,1
70950,65,M,1
51644,51,M,0
36251,40,F,1
6643,9,F,0
4977,7,F,0
14864,19,F,0
49936,49,F,2
88838,81,F,3
42028,44,F,1
86829,79,F,1
35411,40,M,0
84510,77,M,1
3747,6,M,0
61421,57,F,0
76762,70,M,1
33723,38,F,1
51106,50,F,1
28877,34,F,0
88403,81,M,1
52774,51,F,1
21313,27,M,0
43233,45,F,0
23542,29,F,0
5069,8,M,0
7313,10,F,0
33766,38,F,1
13638,18,F,0
78267,71,M,1
55100,53,M,1
26958,32,F,1
19560,25,F,0
77314,70,F,1
34760,39,F,0
67392,62,M,1
73328,67,M,1
48633,49,M,0
26721,32,F,0
18008,23,F,0
52841,51,F,1
61116,57,M,1
20553,26,F,0
75318,68,F,3
52974,51,F,1
36276,40,F,1
51048,50,F,1
86703,79,F,1
49899,49,F,1
10835,15,M,0
35935,40,F,0
69787,64,M,1
16784,22,M,0
62206,58,M,1
24693,30,F,0
53968,52,F,1
41977,44,F,1
43701,45,F,1
21770,27,F,0
33410,38,M,1
1143,2,F,0
65094,60,M,1
32210,37,M,2
67809,62,F,1
9313,13,M,0
73077,66,F,2
16606,22,M,0
68142,62,F,1
67972,62,F,1
32899,38,M,0
19522,25,F,0
18712,24,F,0
65522,60,F,1
47463,48,M,1
91022,84,F,3
3930,6,F,0
90775,84,F,1
58724,55,F,1
92416,87,M,3
14581,19,F,0
38432,42,M,1
92137,86,F,3
72203,66,M,1
48234,48,F,1
36075,40,F,0
58000,55,M,1
44810,46,F,0
72414,66,M,1
79647,72,F,0
59079,55,F,1
77595,70,F,1
63465,59,M,0
52108,51,M,1
13386,18,M,0
75750,69,M,1
10453,14,F,0
83096,75,F,1
12518,17,M,0
72068,66,M,1
38600,42,M,1
76594,70,M,0
80961,73,F,1
9010,12,F,0
38472,42,M,1
68588,63,M,1
81199,73,F,1
53319,52,M,1
76211,69,F,1
28648,34,F,0
2979,5,M,0
74582,68,M,1
93808,90,F,3
83928,76,F,1
78736,71,F,1
5814,8,F,0
8457,12,M,0
87593,80,F,0
4937,7,F,0
66571,61,F,0
65053,60,M,1
89652,82,F,3
13340,18,M,0
18432,24,M,0
39985,43,M,1
63591,59,M,1
55899,53,F,1
28857,34,F,0
70748,64,F,1
9980,14,M,0
55071,53,M,1
74868,68,F,1
79585,72,F,0
37953,41,F,1
89599,82,F,3
49016,49,M,1
8677,12,M,0
242,1,M,0
83976,76,F,1
82463,75,M,0
46923,47,F,1
45281,46,F,1
32502,37,F,0
91680,86,M,1
83070,75,F,1
81383,73,F,3
58014,55,M,1
85815,78,F,1
93840,90,F,3
46778,47,F,1
8647,12,M,0
29221,35,M,0
74242,67,F,3
18271,24,M,0
85574,78,M,1
46768,47,F,1
27740,33,F,0
42587,45,M,0
19760,25,F,0
68698,63,M,1
77865,71,M,1
60702,57,M,0
51043,50,F,1
18392,24,M,0
61004,57,M,1
52158,51,M,1
7840,11,M,0
22862,28,F,0
62697,58,M,2
32532,37,F,0
82633,75,M,1
1198,2,F,0
31034,36,F,0
78809,71,F,1
25825,31,F,0
82244,74,F,1
62920,58,F,1
33116,38,M,0
11869,16,M,0
13134,17,F,0
66340,61,M,1
27177,33,M,0
86401,79,M,1
36060,40,F,0
47781,48,F,0
30332,35,F,1
58693,55,F,1
29114,34,F,1
86957,79,F,3
23009,29,M,0
25135,31,M,0
52141,51,M,1
77484,70,F,1
66071,61,M,1
8249,11,F,0
74509,68,M,1
94,1,M,0
12943,17,F,0
74879,68,F,1
24986,31,M,0
49273,49,F,0
6060,9,M,0
8464,12,M,0
76237,69,F,1
27694,33,F,0
53140,52,M,0
56395,54,M,1
89168,82,M,1
32336,37,F,0
47706,48,M,2
17392,23,M,0
9210,13,M,0
48999,49,M,1
36096,40,F,0
77547,70,F,1
79990,72,F,1
88764,81,F,3
9073,12,F,0
6575,9,F,0
38002,41,F,2
6112,9,M,0
74476,68,M,1
44670,46,M,1
91048,85,M,1
37702,41,F,1
61710,57,F,1
62688,58,M,1
90658,84,F,0
80044,72,F,1
26147,32,M,0
34684,39,F,0
8320,12,M,0
2420,4,F,0
33564,38,F,0
59020,55,F,1
49929,49,F,2
72881,66,F,1
30476,36,M,0
80544,73,M,1
74719,68,M,2
2212,4,M,0
24908,30,F,1
53279,52,M,1
29373,35,M,0
49420,49,F,1
3184,5,F,0
58109,55,M,1
87469,80,M,1
66156,61,M,1
20234,26,M,0
23010,29,M,0
11500,15,F,0
68746,63,M,1
30639,36,M,0
87389,80,M,1
66614,61,F,1
22363,28,M,0
51903,51,M,1
37572,41,F,0
44745,46,M,2
29598,35,M,0
50394,50,M,1
92938,88,F,1
88472,81,F,0
33661,38,F,0
