36583,23,M,14,S28000369
65896,3,F,11,S28000400
79792,47,M,2,S28000412
33500,24,F,10,S28000366
102841,46,F,8,S28000491
5785,19,F,14,S28000342
102098,61,F,2,S28000462
8863,5,M,5,S28000345
24690,36,F,11,S28000358
83641,18,F,9,S28000416
98098,13,F,5,S28000429
80099,63,M,4,S28000412
6595,20,M,14,S28000343
102195,54,F,6,S28000462
84120,78,F,3,S28000416
2581,29,M,8,S28000340
79831,30,M,4,S28000412
90839,6,F,11,S28000424
18806,7,F,11,S28000351
58679,30,M,2,S28000391
50919,43,F,4,S28000382
56854,6,M,11,S28000389
101297,22,M,12,S28000462
65947,18,F,11,S28000400
26314,80,M,1,S28000360
78820,44,M,8,S28000411
12887,4,F,11,S28000347
45900,22,M,5,S28000379
50283,25,M,6,S28000382
16928,42,M,12,S28000350
72192,59,F,12,S28000405
81996,80,M,12,S28000415
34682,19,F,9,S28000367
28131,47,M,6,S28000362
78598,12,M,11,S28000411
17836,30,F,12,S28000350
19777,75,M,12,S28000352
66766,5,F,11,S28000401
96371,31,F,11,S28000428
90856,4,F,11,S28000424
76657,1,M,5,S28000410
12529,55,M,4,S28000347
62673,60,F,2,S28000397
71394,31,M,2,S28000405
31654,49,F,11,S28000364
69046,10,F,9,S28000403
61267,27,M,8,S28000396
21045,48,F,11,S28000353
74797,52,F,4,S28000408
78419,68,F,3,S28000410
33016,30,M,2,S28000366
9620,80,M,5,S28000345
42158,20,M,12,S28000375
56850,9,M,11,S28000389
77109,32,M,5,S28000410
78120,31,F,11,S28000410
82179,5,F,11,S28000415
15339,60,M,2,S28000349
59304,21,M,12,S28000392
26141,32,M,2,S28000360
39012,33,F,11,S28000371
19974,17,F,11,S28000352
81059,78,F,1,S28000412
84251,35,M,4,S28000417
41084,3,M,11,S28000374
22586,37,F,6,S28000356
63851,24,F,14,S28000398
1992,28,F,5,S28000339
20991,43,F,9,S28000353
58572,23,M,14,S28000391
53586,47,F,12,S28000384
27258,13,F,5,S28000361
42240,46,M,4,S28000375
43370,4,M,11,S28000377
79661,8,M,11,S28000412
69117,19,F,5,S28000403
69061,3,F,11,S28000403
89113,80,M,6,S28000423
39263,33,M,2,S28000372
101605,57,M,6,S28000462
66125,39,F,12,S28000400
94380,50,M,4,S28000427
40149,28,M,5,S28000373
17239,15,F,5,S28000350
54066,28,M,2,S28000385
96818,6,M,5,S28000429
30019,34,F,5,S28000363
27004,32,M,5,S28000361
38715,24,F,14,S28000371
30601,1,M,5,S28000364
27289,6,F,5,S28000361
38029,20,M,11,S28000371
53034,51,M,8,S28000384
35042,76,F,1,S28000367
21864,42,M,2,S28000356
93930,15,M,11,S28000427
93900,9,M,9,S28000427
3844,59,M,4,S28000341
58066,22,F,2,S28000390
27236,67,M,3,S28000361
16871,43,M,8,S28000350
56628,47,F,11,S28000388
35305,17,M,6,S28000368
48934,56,M,2,S28000381
21334,22,F,8,S28000354
33660,36,F,9,S28000366
71564,57,M,2,S28000405
45662,79,F,1,S28000378
18938,46,F,5,S28000351
6037,47,F,11,S28000342
60496,68,M,1,S28000394
14655,59,F,12,S28000348
87716,59,M,9,S28000422
34020,80,F,4,S28000366
61166,17,M,8,S28000396
88600,12,M,11,S28000423
93390,51,M,5,S28000426
7163,30,F,5,S28000343
35953,24,F,14,S28000368
34451,54,M,6,S28000367
17788,37,F,11,S28000350
23244,43,M,8,S28000357
57344,44,F,6,S28000389
81250,6,M,5,S28000415
12140,46,M,2,S28000347
78325,56,F,8,S28000410
94848,41,F,2,S28000427
67592,60,M,12,S28000402
10219,54,F,2,S28000345
97935,74,M,12,S28000429
4079,23,F,2,S28000341
18278,14,M,11,S28000351
69106,20,F,5,S28000403
25688,43,F,5,S28000359
11677,54,F,11,S28000346
42603,27,F,2,S28000375
46948,63,F,12,S28000379
79599,4,M,11,S28000412
80065,52,M,4,S28000412
13482,80,F,1,S28000347
150,32,M,2,S28000336
77110,41,M,5,S28000410
73159,73,M,3,S28000406
67440,31,M,5,S28000402
97658,56,M,4,S28000429
12650,69,M,1,S28000347
68295,23,M,11,S28000403
11810,70,F,3,S28000346
44046,17,F,12,S28000377
33035,43,M,2,S28000366
18464,44,M,6,S28000351
72658,32,M,4,S28000406
78093,49,F,11,S28000410
60594,18,F,12,S28000394
39647,32,F,11,S28000372
97682,50,M,4,S28000429
30664,4,M,11,S28000364
43001,41,M,5,S28000376
79474,54,F,11,S28000411
57898,50,M,2,S28000390
25342,63,M,8,S28000359
72486,1,M,11,S28000406
1113,54,F,2,S28000338
12542,50,M,5,S28000347
83614,24,F,2,S28000416
53326,16,F,12,S28000384
3855,53,M,5,S28000341
35792,10,F,5,S28000368
68533,32,M,4,S28000403
27945,19,M,11,S28000362
93318,27,M,6,S28000426
35935,22,F,11,S28000368
25849,62,F,2,S28000359
80958,54,F,10,S28000412
31842,62,F,12,S28000364
51116,41,F,8,S28000382
71055,56,F,8,S28000404
68182,9,M,9,S28000403
4187,32,F,2,S28000341
41698,44,F,2,S28000374
76118,40,F,5,S28000409
29431,57,M,2,S28000363
76354,62,F,2,S28000409
26772,2,M,9,S28000361
63183,36,M,4,S28000398
51708,32,M,6,S28000383
11103,74,M,4,S28000346
85256,22,F,6,S28000419
22181,67,M,1,S28000356
15358,61,M,2,S28000349
48843,33,M,5,S28000381
9571,78,M,1,S28000345
76465,53,F,6,S28000409
9965,42,F,4,S28000345
65473,23,M,6,S28000400
66459,26,M,2,S28000401
40269,31,M,14,S28000373
63646,72,M,3,S28000398
97361,31,M,5,S28000429
60365,11,M,11,S28000394
45232,17,F,11,S28000378
101132,11,M,5,S28000462
17637,44,F,5,S28000350
52350,61,F,12,S28000383
13899,33,M,5,S28000348
99438,11,M,5,S28000461
71321,16,M,12,S28000405
26544,37,F,6,S28000360
5926,47,F,5,S28000342
5569,65,M,3,S28000342
25243,35,M,14,S28000359
35733,70,M,6,S28000368
16085,39,F,12,S28000349
30186,30,F,11,S28000363
17982,64,F,8,S28000350
30009,41,F,5,S28000363
77353,64,M,6,S28000410
101394,43,M,5,S28000462
48439,62,F,6,S28000380
67619,80,M,3,S28000402
74391,25,M,9,S28000408
72362,9,M,5,S28000406
67511,30,M,12,S28000402
100112,69,M,3,S28000461
48206,40,F,9,S28000380
9792,21,F,5,S28000345
42720,33,F,11,S28000375
7692,34,M,5,S28000344
16188,63,F,10,S28000349
38804,25,F,2,S28000371
99108,56,F,4,S28000429
12643,68,M,1,S28000347
21769,18,M,8,S28000356
32754,80,F,1,S28000365
26735,3,M,5,S28000361
32007,4,M,11,S28000365
47575,61,M,2,S28000380
53506,35,F,11,S28000384
18364,34,M,2,S28000351
75134,17,M,8,S28000409
62878,13,M,9,S28000398
86160,30,F,8,S28000420
83842,35,F,9,S28000416
32722,54,F,6,S28000365
71968,31,F,5,S28000405
42,24,M,8,S28000336
2880,26,F,2,S28000340
89683,77,F,1,S28000423
60399,31,M,2,S28000394
19196,80,F,1,S28000351
34864,38,F,11,S28000367
64518,80,F,1,S28000398
66700,80,M,6,S28000401
3117,52,F,8,S28000340
8412,46,F,4,S28000344
53016,50,M,6,S28000384
15812,29,F,2,S28000349
8906,13,M,5,S28000345
66830,18,F,12,S28000401
21801,17,M,12,S28000356
23158,26,M,2,S28000357
9293,47,M,5,S28000345
10128,31,F,8,S28000345
7747,30,M,8,S28000344
32932,19,M,6,S28000366
10310,55,F,6,S28000345
90824,1,F,11,S28000424
7802,40,M,8,S28000344
83095,30,M,2,S28000416
47920,17,F,2,S28000380
1994,33,F,5,S28000339
47511,27,M,9,S28000380
93724,59,F,2,S28000426
28771,54,F,4,S28000362
98727,36,F,5,S28000429
38816,27,F,2,S28000371
2034,34,F,8,S28000339
95134,50,F,2,S28000427
84732,11,M,11,S28000419
87592,41,M,12,S28000422
95303,72,F,1,S28000427
29088,16,M,6,S28000363
36177,31,F,11,S28000368
11052,66,M,1,S28000346
13787,16,M,5,S28000348
7202,30,F,8,S28000343
56336,72,M,3,S28000388
12248,42,M,4,S28000347
96301,47,F,9,S28000428
81744,29,M,10,S28000415
79678,21,M,2,S28000412
85228,8,F,11,S28000419
1980,39,F,4,S28000339
25974,67,F,3,S28000359
47446,47,M,6,S28000380
52247,58,F,2,S28000383
93325,29,M,6,S28000426
54002,23,M,12,S28000385
76205,41,F,6,S28000409
99298,69,F,3,S28000429
24536,22,F,14,S28000358
64650,20,M,5,S28000399
16113,59,F,2,S28000349
53749,80,F,1,S28000384
19951,19,F,11,S28000352
12381,39,M,8,S28000347
87433,47,M,2,S28000422
91582,75,F,1,S28000424
50175,25,M,5,S28000382
71242,7,M,11,S28000405
32482,21,F,11,S28000365
18915,42,F,5,S28000351
30095,42,F,8,S28000363
37690,18,F,14,S28000370
2230,71,F,1,S28000339
677,1,F,5,S28000337
12394,39,M,9,S28000347
84495,31,M,6,S28000418
102461,45,M,4,S28000468
46859,56,F,2,S28000379
84856,28,M,2,S28000419
77569,4,F,5,S28000410
49128,70,M,3,S28000381
84702,4,M,5,S28000419
76181,45,F,5,S28000409
102135,54,F,4,S28000462
21258,22,M,14,S28000354
91934,28,M,2,S28000425
81161,78,F,12,S28000412
41935,64,F,12,S28000374
93709,54,F,2,S28000426
99600,24,M,11,S28000461
58940,22,F,14,S28000391
36348,65,F,1,S28000368
3000,32,F,8,S28000340
68779,50,M,2,S28000403
26040,4,M,11,S28000360
22636,46,F,9,S28000356
58536,21,M,12,S28000391
92474,8,F,11,S28000425
82399,25,F,5,S28000415
83659,16,F,11,S28000416
31405,17,F,9,S28000364
44372,64,F,8,S28000377
17895,55,F,4,S28000350
16544,19,M,6,S28000350
101792,10,F,9,S28000462
82781,59,F,11,S28000415
55716,32,F,11,S28000386
42082,5,M,11,S28000375
52406,65,F,1,S28000383
14034,58,M,2,S28000348
25264,60,M,2,S28000359
40653,31,F,2,S28000373
45938,22,M,11,S28000379
74863,65,F,1,S28000408
17060,56,M,6,S28000350
78695,32,M,2,S28000411
5843,44,F,4,S28000342
14274,1,F,11,S28000348
34538,72,M,6,S28000367
3381,31,M,2,S28000341
95258,62,F,12,S28000427
29553,52,M,10,S28000363
75131,22,M,6,S28000409
4549,47,F,12,S28000341
87683,64,M,5,S28000422
94385,59,M,4,S28000427
58046,15,F,11,S28000390
73352,2,F,11,S28000406
54398,3,F,11,S28000385
98955,44,F,11,S28000429
44412,80,F,1,S28000377
11329,35,F,2,S28000346
23904,51,F,8,S28000357
2795,21,F,8,S28000340
56755,73,F,1,S28000388
95168,55,F,4,S28000427
79456,53,F,6,S28000411
64413,56,F,8,S28000398
72570,19,M,6,S28000406
4993,19,M,5,S28000342
24525,19,F,14,S28000358
27608,31,F,11,S28000361
99178,54,F,8,S28000429
102094,64,F,2,S28000462
22141,59,M,6,S28000356
2936,45,F,4,S28000340
1695,13,F,5,S28000339
9148,26,M,2,S28000345
8106,8,F,5,S28000344
75050,4,M,11,S28000409
5352,55,M,2,S28000342
39048,52,F,2,S28000371
90935,19,F,11,S28000424
101403,47,M,5,S28000462
75622,55,M,6,S28000409
78259,57,F,5,S28000410
22565,48,F,5,S28000356
83030,16,M,10,S28000416
80442,17,F,5,S28000412
39151,4,M,5,S28000372
97968,15,F,5,S28000429
19511,16,M,14,S28000352
52449,76,F,1,S28000383
6792,63,M,5,S28000343
19966,23,F,11,S28000352
67183,12,M,5,S28000402
49899,6,M,9,S28000382
66052,25,F,5,S28000400
82518,25,F,9,S28000415
81571,27,M,4,S28000415
100548,43,F,5,S28000461
12488,50,M,2,S28000347
49312,46,F,2,S28000381
52457,80,F,3,S28000383
92833,64,F,2,S28000425
64003,32,F,4,S28000398
17321,3,F,5,S28000350
57935,55,M,4,S28000390
25712,36,F,8,S28000359
29160,22,M,12,S28000363
46972,80,F,1,S28000379
96673,3,M,5,S28000429
8841,72,F,3,S28000344
18613,51,M,6,S28000351
60269,80,F,1,S28000393
77014,31,M,4,S28000410
18233,10,M,9,S28000351
101440,44,M,8,S28000462
74991,13,M,5,S28000409
12384,49,M,8,S28000347
60747,79,F,1,S28000394
94559,74,M,6,S28000427
60619,29,F,5,S28000394
80709,48,F,11,S28000412
5680,8,F,5,S28000342
92470,4,F,11,S28000425
22788,50,F,5,S28000356
27863,8,M,11,S28000362
30952,40,M,5,S28000364
54465,18,F,2,S28000385
96043,1,F,9,S28000428
50134,34,M,4,S28000382
12936,23,F,8,S28000347
12388,48,M,9,S28000347
66375,15,M,11,S28000401
34515,77,M,3,S28000367
99400,6,M,5,S28000461
69470,28,F,9,S28000403
8084,11,F,5,S28000344
20607,31,M,9,S28000353
45724,80,F,3,S28000378
36896,4,F,5,S28000369
76175,29,F,5,S28000409
99433,13,M,5,S28000461
102447,25,M,2,S28000468
49891,1,M,5,S28000382
46235,50,M,4,S28000379
44792,45,M,6,S28000378
77552,2,F,5,S28000410
12893,18,F,2,S28000347
101169,9,M,9,S28000462
80024,51,M,2,S28000412
83736,47,F,2,S28000416
88396,77,F,1,S28000422
78678,19,M,12,S28000411
20695,64,M,6,S28000353
19648,49,M,10,S28000352
73348,11,F,11,S28000406
10527,14,M,5,S28000346
38855,42,F,4,S28000371
37712,23,F,14,S28000370
84556,74,M,12,S28000418
57770,28,M,2,S28000390
12586,53,M,10,S28000347
47637,62,M,5,S28000380
76783,15,M,11,S28000410
74264,18,M,12,S28000408
75244,39,M,2,S28000409
59951,35,M,5,S28000393
27590,35,F,11,S28000361
8316,28,F,2,S28000344
58773,37,M,14,S28000391
94755,16,F,5,S28000427
332,21,F,8,S28000336
11491,29,F,10,S28000346
9804,21,F,5,S28000345
90845,7,F,11,S28000424
14078,61,M,5,S28000348
73996,77,F,1,S28000406
16806,28,M,5,S28000350
39942,23,M,14,S28000373
9474,56,M,4,S28000345
22671,39,F,11,S28000356
36162,44,F,11,S28000368
80571,49,F,5,S28000412
51773,43,M,12,S28000383
82461,39,F,5,S28000415
5959,42,F,5,S28000342
63945,29,F,2,S28000398
80197,69,M,1,S28000412
50446,51,M,4,S28000382
19708,58,M,4,S28000352
13968,47,M,6,S28000348
18987,36,F,9,S28000351
30305,52,F,4,S28000363
46432,10,F,11,S28000379
13902,43,M,5,S28000348
6903,18,F,14,S28000343
22950,1,M,5,S28000357
51536,15,M,5,S28000383
92920,56,F,6,S28000425
40662,34,F,2,S28000373
30243,40,F,12,S28000363
88856,40,M,9,S28000423
18935,36,F,5,S28000351
73515,38,F,4,S28000406
54175,25,M,11,S28000385
33932,80,F,1,S28000366
27218,71,M,1,S28000361
100331,5,F,11,S28000461
49850,10,M,5,S28000382
75585,52,M,4,S28000409
45142,3,F,9,S28000378
33595,44,F,5,S28000366
98000,1,F,5,S28000429
53328,18,F,12,S28000384
39917,19,M,14,S28000373
72812,31,M,7,S28000406
35076,65,F,1,S28000367
72454,2,M,9,S28000406
2142,58,F,2,S28000339
2772,20,F,5,S28000340
19076,33,F,12,S28000351
28892,12,M,5,S28000363
16116,51,F,2,S28000349
68490,35,M,2,S28000403
18620,60,M,8,S28000351
38371,32,M,8,S28000371
72158,61,F,6,S28000405
19862,14,F,11,S28000352
84592,34,F,2,S28000418
418,49,F,2,S28000336
34040,80,F,12,S28000366
100441,24,F,11,S28000461
88106,32,F,8,S28000422
48182,42,F,8,S28000380
84859,46,M,2,S28000419
80392,7,F,11,S28000412
63872,40,F,2,S28000398
91856,18,M,6,S28000425
9606,68,M,3,S28000345
62068,54,M,4,S28000397
50911,33,F,2,S28000382
35025,64,F,12,S28000367
88572,10,M,9,S28000423
69344,44,F,5,S28000403
58672,34,M,2,S28000391
46662,41,F,5,S28000379
3732,28,M,11,S28000341
88272,52,F,2,S28000422
70555,19,F,8,S28000404
55525,16,F,5,S28000386
63180,44,M,4,S28000398
60536,3,F,5,S28000394
4302,29,F,4,S28000341
26315,68,M,1,S28000360
88981,55,M,6,S28000423
41651,41,F,2,S28000374
45895,22,M,5,S28000379
95992,65,M,6,S28000428
20445,8,M,11,S28000353
46371,66,M,6,S28000379
69246,33,F,2,S28000403
24409,5,F,5,S28000358
56617,44,F,11,S28000388
59369,49,M,2,S28000392
72569,21,M,6,S28000406
80086,55,M,4,S28000412
72545,22,M,6,S28000406
36040,39,F,5,S28000368
97838,80,M,1,S28000429
56955,36,M,2,S28000389
11985,14,M,11,S28000347
64751,34,M,5,S28000399
48294,40,F,11,S28000380
71535,33,M,12,S28000405
9800,23,F,5,S28000345
63526,59,M,4,S28000398
102493,48,M,6,S28000468
57053,33,M,12,S28000389
49168,75,M,4,S28000381
17496,44,F,2,S28000350
28740,60,F,2,S28000362
78545,13,M,9,S28000411
52895,33,M,9,S28000384
75983,23,F,12,S28000409
30332,60,F,5,S28000363
10401,68,F,1,S28000345
13559,77,F,1,S28000347
85008,37,M,8,S28000419
13522,80,F,1,S28000347
33517,16,F,11,S28000366
86680,56,M,2,S28000421
61412,49,F,4,S28000396
2191,56,F,6,S28000339
60826,33,M,2,S28000395
51678,33,M,5,S28000383
53398,25,F,5,S28000384
80331,3,F,9,S28000412
81490,33,M,2,S28000415
53531,46,F,11,S28000384
48781,25,M,2,S28000381
96164,20,F,11,S28000428
95237,64,F,6,S28000427
53994,18,M,11,S28000385
50171,33,M,5,S28000382
78845,34,M,9,S28000411
26019,12,M,5,S28000360
50411,59,M,2,S28000382
23869,61,F,2,S28000357
51130,42,F,9,S28000382
6068,35,F,14,S28000342
57458,59,F,2,S28000389
9089,23,M,14,S28000345
22349,14,F,11,S28000356
58573,20,M,14,S28000391
11436,30,F,6,S28000346
18411,41,M,5,S28000351
1917,29,F,2,S28000339
9325,44,M,6,S28000345
70309,57,M,2,S28000404
38165,26,M,2,S28000371
7587,43,M,2,S28000344
93404,54,M,6,S28000426
20947,31,F,5,S28000353
69093,22,F,2,S28000403
52748,24,M,12,S28000384
13577,80,F,3,S28000347
76350,52,F,2,S28000409
62185,1,F,5,S28000397
94796,17,F,11,S28000427
39240,42,M,2,S28000372
89470,33,F,11,S28000423
95555,2,M,11,S28000428
30378,52,F,10,S28000363
46950,63,F,12,S28000379
18074,65,F,1,S28000350
62734,64,F,11,S28000397
44316,58,F,4,S28000377
35232,10,M,11,S28000368
84123,80,F,3,S28000416
99922,53,M,4,S28000461
45268,42,F,2,S28000378
2893,34,F,2,S28000340
33329,80,M,3,S28000366
31490,36,F,2,S28000364
81206,8,M,5,S28000415
95799,26,M,10,S28000428
50564,72,M,3,S28000382
80023,53,M,2,S28000412
40205,27,M,8,S28000373
80846,60,F,2,S28000412
80992,57,F,12,S28000412
28878,80,F,12,S28000362
88149,41,F,10,S28000422
36485,1,M,5,S28000369
21368,19,F,14,S28000354
26028,3,M,9,S28000360
84209,32,M,2,S28000417
96512,64,F,11,S28000428
37765,40,F,2,S28000370
83139,41,M,2,S28000416
93447,65,M,4,S28000426
79526,74,F,12,S28000411
22329,3,F,11,S28000356
35302,16,M,6,S28000368
77212,34,M,9,S28000410
78368,69,F,1,S28000410
53322,17,F,11,S28000384
89135,12,F,5,S28000423
96103,8,F,11,S28000428
78386,80,F,1,S28000410
40116,35,M,5,S28000373
52950,46,M,12,S28000384
11970,6,M,9,S28000347
20643,29,M,12,S28000353
1010,22,F,8,S28000338
25324,54,M,5,S28000359
20460,18,M,2,S28000353
73736,49,F,11,S28000406
60676,31,F,12,S28000394
88020,42,F,2,S28000422
70899,33,F,8,S28000404
41197,33,M,2,S28000374
53969,24,M,9,S28000385
97791,61,M,6,S28000429
29541,62,M,6,S28000363
1696,1,F,5,S28000339
69935,41,M,2,S28000404
48810,42,M,4,S28000381
98296,20,F,5,S28000429
92788,38,F,11,S28000425
86599,43,M,5,S28000421
18055,80,F,1,S28000350
30381,51,F,11,S28000363
46927,55,F,8,S28000379
2665,63,M,4,S28000340
34091,14,M,11,S28000367
38279,37,M,4,S28000371
53517,37,F,11,S28000384
83491,68,M,3,S28000416
2895,35,F,2,S28000340
69302,33,F,4,S28000403
18385,43,M,2,S28000351
76436,50,F,5,S28000409
81044,75,F,1,S28000412
28727,27,F,14,S28000362
53702,56,F,12,S28000384
59639,38,F,2,S28000392
29094,16,M,6,S28000363
4271,33,F,2,S28000341
101918,46,F,5,S28000462
59989,44,M,12,S28000393
39657,43,F,11,S28000372
69078,1,F,11,S28000403
87834,12,F,9,S28000422
93622,41,F,5,S28000426
74138,80,F,6,S28000406
32490,24,F,12,S28000365
100639,37,F,6,S28000461
95918,50,M,9,S28000428
96297,30,F,9,S28000428
6211,64,F,6,S28000342
44369,52,F,8,S28000377
66621,55,M,6,S28000401
50185,32,M,5,S28000382
7052,20,F,14,S28000343
42486,10,F,11,S28000375
26310,65,M,1,S28000360
56382,8,F,9,S28000388
68996,5,F,5,S28000403
65822,7,F,5,S28000400
54569,34,F,4,S28000385
60756,80,F,3,S28000394
13100,29,F,5,S28000347
28942,1,M,9,S28000363
95687,38,M,4,S28000428
31064,59,M,2,S28000364
63036,27,M,2,S28000398
18189,11,M,5,S28000351
60521,65,M,6,S28000394
54247,57,M,5,S28000385
67032,59,F,4,S28000401
12082,21,M,6,S28000347
34264,26,M,2,S28000367
55670,32,F,6,S28000386
29477,62,M,4,S28000363
521,23,M,2,S28000337
8749,56,F,12,S28000344
75637,58,M,6,S28000409
23814,33,F,11,S28000357
41421,50,M,4,S28000374
19817,15,F,9,S28000352
58053,1,F,11,S28000390
3280,16,M,2,S28000341
89964,8,M,9,S28000424
91279,34,F,12,S28000424
60102,9,F,11,S28000393
70419,80,M,3,S28000404
62846,14,M,5,S28000398
750,48,F,4,S28000337
28455,22,F,5,S28000362
90670,80,M,4,S28000424
27689,63,F,6,S28000361
18706,70,M,12,S28000351
33722,43,F,11,S28000366
52929,36,M,12,S28000384
77141,26,M,6,S28000410
33815,52,F,4,S28000366
46585,41,F,2,S28000379
86005,15,F,11,S28000420
21464,25,M,2,S28000355
48789,45,M,2,S28000381
78798,25,M,5,S28000411
10326,54,F,9,S28000345
9555,66,M,1,S28000345
81261,15,M,9,S28000415
66896,27,F,5,S28000401
672,55,M,4,S28000337
95880,61,M,5,S28000428
100701,26,F,9,S28000461
60703,62,F,4,S28000394
77595,14,F,5,S28000410
97138,32,M,2,S28000429
17630,28,F,5,S28000350
23972,77,F,3,S28000357
37293,1,M,5,S28000370
59704,26,F,5,S28000392
2705,66,M,3,S28000340
49965,11,M,11,S28000382
42127,23,M,8,S28000375
37040,19,F,14,S28000369
31157,74,M,1,S28000364
101780,5,F,9,S28000462
40187,31,M,8,S28000373
92943,52,F,8,S28000425
55523,24,F,5,S28000386
8455,32,F,5,S28000344
76281,41,F,11,S28000409
98567,39,F,5,S28000429
81242,6,M,5,S28000415
11608,63,F,4,S28000346
46580,49,F,2,S28000379
90984,35,F,2,S28000424
84796,25,M,2,S28000419
37739,23,F,14,S28000370
40622,30,F,2,S28000373
64917,70,M,3,S28000399
6140,63,F,4,S28000342
81077,80,F,1,S28000412
80191,68,M,1,S28000412
7132,25,F,2,S28000343
57550,80,F,3,S28000389
76467,61,F,6,S28000409
14291,12,F,11,S28000348
92580,45,F,2,S28000425
87427,37,M,2,S28000422
99845,49,M,8,S28000461
27199,76,M,1,S28000361
68922,80,M,3,S28000403
51997,7,F,5,S28000383
48986,61,M,4,S28000381
89912,3,M,5,S28000424
89685,72,F,1,S28000423
54024,26,M,2,S28000385
6491,20,M,14,S28000343
101490,54,M,2,S28000462
93253,33,M,2,S28000426
102529,56,M,8,S28000468
17570,30,F,4,S28000350
67907,29,F,11,S28000402
16719,46,M,5,S28000350
77790,21,F,11,S28000410
32584,37,F,9,S28000365
11349,48,F,4,S28000346
46047,44,M,4,S28000379
3084,58,F,2,S28000340
21966,36,M,6,S28000356
46699,29,F,8,S28000379
33573,34,F,2,S28000366
44727,43,M,2,S28000378
47134,10,M,11,S28000380
84919,40,M,4,S28000419
88211,38,F,11,S28000422
67959,54,F,2,S28000402
29129,24,M,11,S28000363
58457,71,F,3,S28000390
30577,80,F,12,S28000363
86152,48,F,5,S28000420
78772,40,M,5,S28000411
9170,38,M,2,S28000345
3840,57,M,4,S28000341
